time,league,pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
fh,Southern League Div...,GOOD,GOOD,2,2,4,1,3,4,8,4,50,32,87,68,67%,33%,True
lh,Southern League Div...,GOOD,GOOD,2,3,2,2,2,2,5,1,29,13,46,33,69%,31%,False
fh,FA Cup,GOOD,GOOD,1,0,3,0,6,4,6,6,81,74,122,126,51%,49%,True
lh,FA Cup,GOOD,GOOD,2,1,2,2,5,0,4,3,49,23,63,61,55%,45%,True
fh,England League 2,GOOD,GOOD,1,0,3,1,4,5,11,4,66,30,113,93,59%,41%,True
lh,England League 2,GOOD,GOOD,2,0,3,2,1,1,7,2,35,16,54,50,62%,38%,False
fh,England EFL Trophy,GOOD,GOOD,1,0,3,1,2,2,9,4,45,47,106,113,54%,46%,True
lh,England EFL Trophy,GOOD,GOOD,1,1,5,0,2,0,7,1,18,28,52,55,50%,50%,True
fh,England League 1,GOOD,GOOD,1,0,2,2,5,3,17,6,56,30,141,94,55%,45%,False
lh,England League 1,GOOD,GOOD,1,0,1,1,1,2,13,3,25,12,71,54,51%,49%,False
fh,Northern Premier Le...,GOOD,GOOD,1,1,1,4,4,7,3,10,29,49,76,91,47%,53%,False
lh,Northern Premier Le...,GOOD,GOOD,2,3,1,2,3,3,2,8,18,18,35,34,55%,45%,True
fh,Northern Premier Le...,GOOD,GOOD,0,1,1,2,4,2,5,2,79,66,154,141,48%,52%,False
lh,Northern Premier Le...,GOOD,GOOD,2,1,1,2,1,2,2,1,31,35,78,67,47%,53%,True
fh,Northern Premier Le...,GOOD,GOOD,1,2,3,1,6,4,9,5,33,25,100,94,53%,47%,False
lh,Northern Premier Le...,GOOD,GOOD,2,3,2,2,4,2,7,3,17,15,44,49,42%,58%,False
fh,England EFL Trophy,GOOD,GOOD,0,1,4,3,4,3,7,5,57,20,153,68,67%,33%,True
lh,England EFL Trophy,GOOD,GOOD,1,3,4,2,1,1,2,2,26,8,83,37,70%,30%,True
fh,England National Le...,GOOD,GOOD,0,2,1,2,3,7,3,10,23,43,76,90,40%,60%,True
lh,England National Le...,GOOD,GOOD,1,4,1,5,2,3,1,5,12,21,40,45,39%,61%,False
fh,England National Le...,GOOD,GOOD,0,0,4,2,6,3,5,4,35,22,81,85,47%,53%,True
lh,England National Le...,GOOD,GOOD,1,0,4,4,1,2,2,3,15,7,36,36,48%,52%,True
fh,England National Le...,GOOD,GOOD,1,0,4,1,2,5,6,6,34,43,72,76,43%,57%,True
lh,England National Le...,GOOD,GOOD,1,0,2,2,2,4,3,2,18,25,42,44,45%,55%,False
fh,Northern Premier Le...,GOOD,GOOD,1,1,1,4,7,5,6,5,56,51,84,106,46%,54%,False
lh,Northern Premier Le...,GOOD,GOOD,2,1,2,3,4,4,5,1,34,24,44,56,44%,56%,True
fh,England Southern Pr...,GOOD,GOOD,2,0,3,1,9,5,4,3,91,69,118,110,58%,42%,True
lh,England Southern Pr...,GOOD,GOOD,2,3,3,2,5,2,1,3,47,33,51,58,54%,46%,True
fh,Isthmian Cup,WETANDFAST,RAINY,0,1,8,2,8,4,9,4,40,21,69,47,58%,42%,True
lh,Isthmian Cup,WETANDFAST,RAINY,1,2,3,1,3,3,3,4,16,13,26,26,57%,43%,True
fh,England National Le...,GOOD,GOOD,1,1,3,2,3,3,10,3,80,49,142,94,64%,36%,True
lh,England National Le...,GOOD,GOOD,2,1,1,3,2,1,4,2,48,17,81,40,68%,32%,True
fh,England Southern Pr...,GOOD,GOOD,1,0,1,2,2,7,1,5,23,51,69,74,39%,61%,True
lh,England Southern Pr...,GOOD,GOOD,2,3,1,8,1,3,0,2,15,28,42,43,38%,62%,True
fh,Northern Premier Le...,GOOD,GOOD,0,0,1,4,2,4,0,5,23,28,92,75,53%,47%,False
lh,Northern Premier Le...,GOOD,GOOD,1,2,2,0,0,1,0,3,12,9,48,38,53%,47%,False
fh,England Isthmian Di...,GOOD,GOOD,1,1,2,3,7,4,9,6,32,31,68,70,53%,47%,True
lh,England Isthmian Di...,GOOD,GOOD,2,1,3,1,4,2,5,4,19,15,42,34,55%,45%,True
fh,Isthmian Premier Di...,GOOD,GOOD,2,3,5,2,4,9,8,2,43,37,91,83,58%,42%,True
lh,Isthmian Premier Di...,GOOD,GOOD,3,4,4,3,3,6,4,1,25,14,41,48,54%,46%,True
fh,England Southern Le...,ARTIFICIALTURF,COLD,0,1,2,1,6,5,12,7,50,39,92,69,49%,51%,True
lh,England Southern Le...,ARTIFICIALTURF,COLD,0,2,5,2,4,1,5,2,24,16,52,32,48%,52%,True
fh,Northern League Div...,GOOD,GOOD,0,0,3,3,5,5,5,3,45,35,71,71,55%,45%,False
lh,Northern League Div...,GOOD,GOOD,2,1,4,1,0,4,1,2,19,18,35,34,54%,46%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,3,1,9,3,19,8,128,79,143,106,58%,42%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,6,0,2,2,7,4,56,47,78,59,56%,44%,False
fh,England Championship,GOOD,GOOD,0,2,1,3,2,13,2,8,21,74,81,133,33%,67%,False
lh,England Championship,GOOD,GOOD,0,7,1,8,1,3,2,5,11,44,42,67,36%,64%,True
fh,England League 1,GOOD,GOOD,0,1,3,2,2,5,12,3,63,41,90,124,56%,44%,False
lh,England League 1,GOOD,GOOD,0,2,4,3,2,3,6,2,29,20,42,62,56%,44%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,0,2,0,3,8,3,8,52,86,62,110,32%,68%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,2,0,0,3,1,2,3,40,26,40,43,44%,56%,True
fh,Portugal Cup,GOOD,GOOD,0,2,3,7,1,6,2,9,37,79,55,78,39%,61%,True
lh,Portugal Cup,GOOD,GOOD,0,4,0,2,0,4,1,7,14,49,26,43,33%,67%,False
fh,Gambia GFA League,GOOD,GOOD,1,1,1,1,3,3,1,8,35,34,79,75,49%,51%,False
lh,Gambia GFA League,GOOD,GOOD,1,1,3,2,1,1,1,3,16,13,35,29,54%,46%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,2,0,2,3,5,5,5,83,52,149,120,62%,38%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,4,3,3,0,3,3,5,34,26,78,59,62%,38%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,3,5,3,6,8,6,11,54,93,101,131,35%,65%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,4,1,7,4,5,3,6,30,42,52,64,39%,61%,False
fh,Brazil Campeonato P...,GOOD,GOOD,1,0,3,3,6,5,3,8,59,82,79,86,42%,58%,True
lh,Brazil Campeonato P...,GOOD,GOOD,1,2,2,6,3,3,1,4,28,41,41,49,41%,59%,True
fh,Mexico Liga de Asce...,GOOD,GOOD,1,0,1,2,2,4,6,8,55,79,111,115,53%,47%,False
lh,Mexico Liga de Asce...,GOOD,GOOD,1,0,2,2,2,2,2,1,22,34,57,55,53%,47%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,0,4,5,5,4,2,7,31,90,54,95,31%,69%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,3,0,5,5,1,1,3,20,38,21,39,35%,65%,False
fh,Mexico Liga de Asce...,GOOD,GOOD,2,0,0,2,6,3,4,11,58,93,104,111,49%,51%,True
lh,Mexico Liga de Asce...,GOOD,GOOD,2,0,1,6,4,1,2,6,24,41,45,59,49%,51%,False
fh,Mexico Liga de Asce...,GOOD,GOOD,0,1,4,3,4,3,2,9,88,58,128,85,57%,43%,True
lh,Mexico Liga de Asce...,GOOD,GOOD,1,1,2,3,1,1,0,2,49,26,66,36,60%,40%,True
fh,Australia A-League,GOOD,GOOD,0,0,3,2,4,7,9,6,45,31,108,93,52%,48%,True
lh,Australia A-League,GOOD,GOOD,1,0,4,4,2,2,4,3,29,12,62,44,59%,41%,True
fh,China Play-Offs,GOOD,GOOD,0,0,1,3,0,7,5,3,70,85,78,105,49%,51%,False
lh,China Play-Offs,GOOD,GOOD,0,1,5,5,0,1,4,3,35,33,35,59,47%,53%,False
fh,China Play-Offs,GOOD,GOOD,0,0,5,4,1,3,10,5,59,93,79,84,42%,58%,True
lh,China Play-Offs,GOOD,GOOD,0,0,1,1,0,1,5,1,33,43,34,41,37%,63%,False
fh,India Manipur State...,GOOD,GOOD,0,1,1,3,0,7,7,8,72,133,120,139,42%,58%,False
lh,India Manipur State...,GOOD,GOOD,0,4,4,0,0,3,3,4,28,77,63,76,37%,63%,False
fh,Thailand League Cup,GOOD,GOOD,0,0,2,5,4,5,5,10,16,44,59,81,33%,67%,True
lh,Thailand League Cup,GOOD,GOOD,0,0,0,4,4,2,2,6,9,19,26,43,30%,70%,False
fh,Thailand League Cup,GOOD,GOOD,1,2,1,3,7,5,8,10,38,36,80,82,52%,48%,False
lh,Thailand League Cup,GOOD,GOOD,1,3,2,1,4,2,3,4,20,21,47,48,54%,46%,False
fh,Bhutan Super League,GOOD,GOOD,0,2,2,0,4,13,13,13,61,72,118,115,52%,48%,False
lh,Bhutan Super League,GOOD,GOOD,0,3,2,5,0,6,9,7,31,36,49,53,53%,47%,True
fh,Thailand League Cup,GOOD,GOOD,0,0,3,0,5,4,7,9,38,28,80,69,51%,49%,True
lh,Thailand League Cup,GOOD,GOOD,1,1,2,4,3,2,3,3,21,15,42,35,55%,45%,True
fh,Thailand League Cup,GOOD,GOOD,1,2,2,4,2,3,6,7,67,68,92,82,43%,57%,True
lh,Thailand League Cup,GOOD,GOOD,1,3,1,4,1,2,2,1,42,17,48,26,49%,51%,True
fh,Thailand League Cup,GOOD,GOOD,1,1,0,0,1,5,6,7,20,41,55,79,33%,67%,False
lh,Thailand League Cup,GOOD,GOOD,1,2,1,0,1,2,3,3,9,22,31,46,37%,63%,True
fh,Thailand League Cup,GOOD,GOOD,0,1,0,0,1,4,10,2,30,50,83,106,44%,56%,False
lh,Thailand League Cup,GOOD,GOOD,1,2,1,1,0,2,2,0,10,24,41,52,40%,60%,True
fh,Australia Victoria ...,GOOD,GOOD,0,0,3,2,5,4,6,6,30,23,61,60,55%,45%,True
lh,Australia Victoria ...,GOOD,GOOD,2,0,2,1,2,1,3,5,16,12,31,33,57%,43%,False
fh,Turkey League Women,GOOD,GOOD,0,0,1,0,7,1,5,0,86,34,121,83,53%,47%,False
lh,Turkey League Women,GOOD,GOOD,3,0,2,2,1,1,3,0,46,12,66,41,58%,42%,False
fh,Turkey League Women,GOOD,GOOD,3,0,8,1,18,3,20,0,116,20,103,84,59%,41%,False
lh,Turkey League Women,GOOD,GOOD,7,0,7,1,10,0,9,0,63,11,48,32,65%,35%,True
fh,Turkey League Women,GOOD,GOOD,1,3,2,4,4,8,5,2,78,78,145,151,48%,52%,False
lh,Turkey League Women,GOOD,GOOD,2,5,1,1,2,6,2,1,38,34,61,70,44%,56%,False
fh,Turkey League Women,GOOD,GOOD,2,0,2,1,9,6,9,13,79,83,126,134,56%,44%,True
lh,Turkey League Women,GOOD,GOOD,2,0,4,2,5,2,6,7,29,42,56,66,59%,41%,False
fh,Turkey League Women,GOOD,GOOD,0,4,1,3,0,7,1,10,36,97,72,100,39%,61%,False
lh,Turkey League Women,GOOD,GOOD,0,5,0,3,0,6,0,4,18,53,35,51,39%,61%,True
fh,Turkey League Women,GOOD,GOOD,1,0,3,0,3,2,9,3,97,57,100,93,51%,49%,True
lh,Turkey League Women,GOOD,GOOD,1,0,4,1,2,1,7,1,56,19,43,43,54%,46%,False
fh,Turkey League Women,GOOD,GOOD,0,0,1,2,8,4,8,8,69,54,121,110,53%,47%,False
lh,Turkey League Women,GOOD,GOOD,1,0,4,4,3,2,3,4,24,34,53,53,52%,48%,False
fh,World Club Friendlies,GOOD,GOOD,0,1,3,1,1,4,6,6,37,51,97,79,46%,54%,True
lh,World Club Friendlies,GOOD,GOOD,0,2,0,1,1,2,4,2,25,23,53,39,47%,53%,False
fh,Spain Women Primera,GOOD,GOOD,1,0,5,0,19,1,15,0,108,9,140,70,75%,25%,False
lh,Spain Women Primera,GOOD,GOOD,5,0,7,0,8,1,8,0,48,4,70,38,76%,24%,True
fh,Italy Serie A,GOOD,GOOD,1,0,3,2,8,3,9,7,59,47,117,88,54%,46%,False
lh,Italy Serie A,GOOD,GOOD,2,0,5,4,6,1,3,2,30,13,59,35,55%,45%,False
fh,Spain Women Primera,GOOD,GOOD,0,2,1,3,1,3,4,4,82,58,108,105,46%,54%,True
lh,Spain Women Primera,GOOD,GOOD,0,3,0,0,0,2,1,1,36,28,48,57,39%,61%,False
fh,African Nations Cup...,GOOD,GOOD,0,1,5,1,3,1,17,7,53,21,127,73,59%,41%,True
lh,African Nations Cup...,GOOD,GOOD,0,1,0,3,2,1,8,2,25,9,58,33,62%,38%,True
fh,Europe Friendlies,GOOD,GOOD,2,0,2,2,8,9,10,0,46,56,83,82,46%,54%,True
lh,Europe Friendlies,GOOD,GOOD,3,2,2,6,7,1,3,0,28,21,42,40,45%,55%,False
fh,Mexico U20 League,GOOD,GOOD,0,0,4,3,5,7,4,7,56,50,111,101,63%,37%,False
lh,Mexico U20 League,GOOD,GOOD,1,3,1,0,1,2,2,6,26,25,54,50,61%,39%,False
fh,Spain Women Primera,GOOD,GOOD,1,0,2,2,8,7,7,10,64,65,87,90,52%,48%,False
lh,Spain Women Primera,GOOD,GOOD,2,1,2,2,3,4,2,4,32,26,45,35,56%,44%,True
fh,Israel Premier League,GOOD,GOOD,1,1,4,2,7,4,8,5,92,54,154,153,52%,48%,True
lh,Israel Premier League,GOOD,GOOD,1,1,2,1,3,1,6,1,34,20,50,63,53%,47%,True
fh,Campeonato Potiguar,GOOD,GOOD,0,0,6,0,3,0,7,7,69,59,100,119,48%,52%,True
lh,Campeonato Potiguar,GOOD,GOOD,1,0,1,0,1,0,3,3,40,26,49,53,51%,49%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,2,3,3,2,3,12,55,100,96,121,45%,55%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,2,4,2,0,2,5,32,45,51,58,46%,54%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,0,0,9,8,14,7,54,41,82,69,59%,41%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,2,4,3,2,2,4,1,28,23,44,39,53%,47%,False
fh,Brazil Copa Fares L...,GOOD,GOOD,0,0,2,3,3,4,7,7,29,24,82,77,50%,50%,True
lh,Brazil Copa Fares L...,GOOD,GOOD,0,0,1,5,2,2,4,4,15,9,41,38,53%,47%,True
fh,Belgium Beloften Le...,GOOD,GOOD,1,0,7,0,8,2,8,1,108,40,105,87,65%,35%,True
lh,Belgium Beloften Le...,GOOD,GOOD,3,1,5,2,5,0,2,0,62,16,52,49,66%,34%,False
fh,Brazil U20 League,GOOD,GOOD,0,0,3,2,7,5,2,10,65,88,90,109,46%,54%,True
lh,Brazil U20 League,GOOD,GOOD,1,1,4,5,4,2,0,4,31,48,45,72,45%,55%,True
fh,Israel Premier League,GOOD,GOOD,3,0,4,2,8,1,11,3,78,33,108,74,61%,39%,True
lh,Israel Premier League,GOOD,GOOD,4,0,3,4,3,1,6,1,35,14,48,40,61%,39%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,2,5,0,4,3,9,5,57,36,113,87,63%,37%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,2,4,0,4,2,4,4,25,21,49,39,65%,35%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,0,2,1,9,2,7,3,46,35,127,107,60%,40%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,1,0,0,4,0,3,2,25,19,68,44,67%,33%,False
fh,Campeonato Paraibano,GOOD,GOOD,0,1,1,0,4,8,3,3,71,41,97,69,65%,35%,False
lh,Campeonato Paraibano,GOOD,GOOD,2,3,5,0,2,5,0,1,32,25,47,35,65%,35%,False
fh,Europe Friendlies,GOOD,GOOD,0,1,1,2,6,5,6,9,64,62,110,87,56%,44%,False
lh,Europe Friendlies,GOOD,GOOD,0,3,2,2,3,2,3,7,28,32,48,43,52%,48%,False
fh,Spain Tercera - Pla...,GOOD,GOOD,0,0,0,7,1,8,3,12,40,103,148,174,42%,58%,True
lh,Spain Tercera - Pla...,GOOD,GOOD,0,1,1,4,0,2,1,7,12,53,68,93,41%,59%,True
fh,Spain Women Primera,GOOD,GOOD,0,1,1,1,4,3,16,1,40,28,79,48,70%,30%,True
lh,Spain Women Primera,GOOD,GOOD,1,1,4,1,0,2,7,0,18,14,37,20,69%,31%,True
fh,Portugal Primeira Liga,GOOD,GOOD,0,0,7,3,3,7,5,11,58,71,73,83,42%,58%,True
lh,Portugal Primeira Liga,GOOD,GOOD,0,0,0,4,0,1,2,5,34,22,46,40,50%,50%,True
fh,Spain Tercera Group 9,GOOD,GOOD,0,0,3,3,0,0,4,3,48,62,102,97,53%,47%,True
lh,Spain Tercera Group 9,GOOD,GOOD,0,0,2,1,0,0,2,0,25,24,57,44,53%,47%,False
fh,International Match,GOOD,GOOD,0,1,2,1,2,2,10,10,33,50,88,140,44%,56%,True
lh,International Match,GOOD,GOOD,0,1,0,3,1,1,5,2,20,21,40,69,48%,52%,False
fh,Spain Primera Liga,GOOD,GOOD,1,1,2,0,4,6,10,5,100,48,164,127,53%,47%,False
lh,Spain Primera Liga,GOOD,GOOD,2,2,4,1,3,3,5,3,35,13,53,47,47%,53%,False
fh,Spain Tercera Group 13,GOOD,GOOD,2,0,3,0,9,3,5,5,39,39,93,110,52%,48%,False
lh,Spain Tercera Group 13,GOOD,GOOD,3,2,3,4,4,0,5,2,19,12,54,52,57%,43%,True
fh,England Super Leagu...,GOOD,GOOD,0,4,0,7,0,14,1,11,9,65,40,119,20%,80%,True
lh,England Super Leagu...,GOOD,GOOD,0,5,1,2,0,10,0,7,0,35,15,57,17%,83%,False
fh,Belgium Reserve League,GOOD,GOOD,0,2,2,0,2,7,6,7,38,53,63,78,45%,55%,False
lh,Belgium Reserve League,GOOD,GOOD,1,6,0,2,0,3,3,4,23,27,31,38,46%,54%,False
fh,Womens Friendly,GOOD,GOOD,2,0,1,3,13,3,5,6,40,32,69,46,58%,42%,True
lh,Womens Friendly,GOOD,GOOD,4,1,1,3,5,2,1,2,17,20,32,23,60%,40%,True
fh,Brazil Serie D,GOOD,GOOD,0,0,0,3,2,4,6,9,59,53,96,62,48%,52%,True
lh,Brazil Serie D,GOOD,GOOD,0,0,1,1,1,1,1,4,30,30,47,35,45%,55%,False
fh,Brazilian Matches,GOOD,GOOD,0,0,1,2,2,2,5,10,38,45,83,99,43%,57%,False
lh,Brazilian Matches,GOOD,GOOD,0,0,4,0,2,1,2,6,17,26,42,51,45%,55%,True
fh,Spain Tercera Group 5,GOOD,GOOD,4,1,1,0,11,3,11,7,48,32,94,86,58%,42%,False
lh,Spain Tercera Group 5,GOOD,GOOD,6,1,4,1,7,2,5,4,23,17,46,51,58%,42%,True
fh,Barclays Premier Le...,GOOD,GOOD,1,0,6,1,6,3,9,4,69,30,122,61,62%,38%,False
lh,Barclays Premier Le...,GOOD,GOOD,2,0,5,1,4,2,4,2,32,15,59,29,62%,38%,False
fh,England League 1,GOOD,GOOD,2,0,2,2,4,6,5,6,40,45,78,111,40%,60%,True
lh,England League 1,GOOD,GOOD,2,1,4,1,3,0,2,3,12,25,38,68,41%,59%,False
fh,England EFL Cup,GOOD,GOOD,0,1,3,5,3,3,12,10,48,57,89,140,36%,64%,True
lh,England EFL Cup,GOOD,GOOD,0,1,4,1,1,3,8,5,17,33,34,79,29%,71%,True
fh,England Isthmian Di...,GOOD,GOOD,0,2,0,10,2,16,4,10,21,44,87,95,45%,55%,True
lh,England Isthmian Di...,GOOD,GOOD,0,4,3,3,0,11,0,5,10,24,46,49,42%,58%,False
fh,Isthmian Premier Di...,GOOD,GOOD,0,0,0,3,3,2,8,7,59,59,114,92,51%,49%,False
lh,Isthmian Premier Di...,GOOD,GOOD,0,1,5,0,1,1,3,5,25,32,60,46,46%,54%,False
fh,Italy Serie A,GOOD,GOOD,1,1,5,0,7,3,16,6,100,33,182,108,63%,37%,True
lh,Italy Serie A,GOOD,GOOD,1,1,0,2,2,2,11,1,38,14,70,45,59%,41%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,0,0,0,11,2,22,7,73,42,128,95,58%,42%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,0,0,1,4,1,9,5,34,20,62,35,57%,43%,False
fh,Argentina Regional ...,GOOD,GOOD,3,2,4,0,9,2,15,2,83,35,114,93,62%,38%,False
lh,Argentina Regional ...,GOOD,GOOD,7,2,1,1,4,2,8,1,42,13,58,40,68%,32%,False
fh,Portugal Primeira Liga,GOOD,GOOD,1,1,3,2,3,5,4,10,35,83,66,110,29%,71%,True
lh,Portugal Primeira Liga,GOOD,GOOD,1,3,0,7,1,2,3,3,27,39,42,56,31%,69%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,1,4,1,9,3,6,6,46,40,69,69,53%,47%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,1,2,3,8,2,5,3,29,22,42,35,66%,34%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,0,3,3,7,5,10,92,109,153,171,45%,55%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,2,0,1,3,3,2,6,40,51,70,81,42%,58%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,0,2,0,6,6,5,12,74,91,116,142,48%,52%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,1,3,1,3,3,2,8,34,43,57,65,44%,56%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,0,3,2,9,2,13,2,68,32,122,87,62%,38%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,0,1,2,6,0,8,1,35,14,60,46,62%,38%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,0,0,3,2,5,9,62,76,135,156,47%,53%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,0,1,2,0,0,1,3,29,30,71,81,46%,54%,True
fh,Brazilian Matches,GOOD,GOOD,0,0,2,0,0,0,3,3,53,47,57,62,55%,45%,False
lh,Brazilian Matches,GOOD,GOOD,0,0,2,0,0,0,0,1,25,25,31,34,63%,37%,False
fh,Campeonato Potiguar,GOOD,GOOD,2,0,2,0,5,2,5,2,45,40,79,83,48%,52%,True
lh,Campeonato Potiguar,GOOD,GOOD,3,0,2,1,4,1,3,1,21,17,46,39,47%,53%,False
fh,Campeonato Potiguar,GOOD,GOOD,0,0,2,0,7,2,5,4,80,46,102,94,50%,50%,True
lh,Campeonato Potiguar,GOOD,GOOD,2,0,1,1,3,0,4,3,43,22,56,39,52%,48%,False
fh,Campeonato Potiguar,GOOD,GOOD,2,0,5,0,6,5,4,4,52,66,95,117,46%,54%,True
lh,Campeonato Potiguar,GOOD,GOOD,2,1,2,0,4,4,1,3,25,30,49,63,50%,50%,False
fh,Argentina Torneo Re...,GOOD,GOOD,1,1,5,3,7,5,10,8,38,30,81,78,52%,48%,True
lh,Argentina Torneo Re...,GOOD,GOOD,2,1,1,2,5,4,5,3,21,15,35,37,55%,45%,True
fh,Brazil Campeonato P...,GOOD,GOOD,2,0,0,3,10,2,7,6,82,55,149,81,61%,39%,False
lh,Brazil Campeonato P...,GOOD,GOOD,5,0,0,2,4,0,2,3,41,30,73,40,59%,41%,False
fh,Mexico Liga de Asce...,GOOD,GOOD,1,0,2,1,6,2,6,1,89,40,174,116,61%,39%,True
lh,Mexico Liga de Asce...,GOOD,GOOD,1,1,1,0,4,1,4,1,47,25,100,65,61%,39%,False
fh,Costa Rica Primera ...,GOOD,GOOD,0,1,6,2,7,7,10,6,78,62,126,113,51%,49%,True
lh,Costa Rica Primera ...,GOOD,GOOD,1,1,2,3,5,2,4,2,38,30,70,51,48%,52%,True
fh,Mexico Apertura,GOOD,GOOD,0,0,1,2,5,4,4,11,34,33,75,85,47%,53%,False
lh,Mexico Apertura,GOOD,GOOD,1,1,2,2,1,2,2,6,13,15,36,34,48%,52%,False
fh,Costa Rica Primera ...,GOOD,GOOD,1,2,2,0,3,2,3,3,31,17,61,57,60%,40%,True
lh,Costa Rica Primera ...,GOOD,GOOD,3,2,3,0,1,2,1,2,14,9,28,28,46%,54%,False
fh,Mexico Liga de Asce...,GOOD,GOOD,0,1,2,1,2,3,5,1,89,51,129,97,50%,50%,True
lh,Mexico Liga de Asce...,GOOD,GOOD,0,2,3,1,1,2,3,1,35,20,54,39,48%,52%,False
fh,India Regional Cup,GOOD,GOOD,1,0,4,4,6,3,4,8,100,95,111,102,49%,51%,True
lh,India Regional Cup,GOOD,GOOD,1,1,5,6,3,1,2,2,50,46,58,53,47%,53%,True
fh,Bhutan Super League,GOOD,GOOD,1,0,2,1,9,3,8,15,65,66,90,78,47%,53%,True
lh,Bhutan Super League,GOOD,GOOD,2,1,2,1,3,1,4,7,34,31,49,42,54%,46%,False
fh,Europe Friendlies,GOOD,GOOD,3,0,3,1,12,2,11,2,50,14,85,38,64%,36%,False
lh,Europe Friendlies,GOOD,GOOD,4,0,7,1,8,1,9,0,30,6,42,18,65%,35%,True
fh,Iran Div 1,GOOD,GOOD,1,0,2,0,1,0,5,3,64,40,101,93,58%,42%,True
lh,Iran Div 1,GOOD,GOOD,1,0,5,2,1,0,3,2,32,16,58,44,56%,44%,True
fh,Iran Div 1,GOOD,GOOD,1,1,1,2,5,1,3,4,44,39,64,84,49%,51%,False
lh,Iran Div 1,GOOD,GOOD,3,1,1,2,2,1,3,2,23,16,31,38,54%,46%,False
fh,Syria Division 2,GOOD,GOOD,1,0,3,4,1,0,4,6,56,34,122,88,50%,50%,True
lh,Syria Division 2,GOOD,GOOD,1,0,0,2,1,0,1,2,34,10,69,49,52%,48%,True
fh,Syria Division 2,GOOD,GOOD,0,1,2,2,5,6,7,9,78,47,96,85,51%,49%,False
lh,Syria Division 2,GOOD,GOOD,1,4,2,1,2,3,3,5,26,16,35,28,51%,49%,True
fh,Indonesia Super Liga,GOOD,GOOD,0,0,0,2,4,3,7,10,50,70,104,132,41%,59%,False
lh,Indonesia Super Liga,GOOD,GOOD,2,0,0,3,1,1,3,2,32,24,50,56,40%,60%,True
fh,Czech First League,GOOD,GOOD,0,0,3,1,5,5,5,4,40,37,103,114,45%,55%,False
lh,Czech First League,GOOD,GOOD,2,1,0,1,2,1,2,4,22,17,47,56,40%,60%,False
fh,Syria Division 1,GOOD,GOOD,0,0,2,2,9,2,2,2,62,36,93,73,63%,37%,False
lh,Syria Division 1,GOOD,GOOD,1,0,4,3,1,1,1,1,27,12,52,34,66%,34%,True
fh,Saudi Arabia Divisi...,GOOD,GOOD,1,0,0,1,4,6,4,7,38,68,83,81,51%,49%,False
lh,Saudi Arabia Divisi...,GOOD,GOOD,1,3,3,3,2,2,0,4,14,35,37,42,45%,55%,True
fh,Egypt Division 1,GOOD,GOOD,0,0,0,2,1,3,1,10,36,61,78,91,49%,51%,True
lh,Egypt Division 1,GOOD,GOOD,0,0,2,5,1,1,1,3,17,25,43,49,44%,56%,False
fh,Saudi Arabia Premie...,GOOD,GOOD,0,0,2,1,2,1,8,4,56,49,102,90,51%,49%,False
lh,Saudi Arabia Premie...,GOOD,GOOD,0,0,1,4,1,1,5,1,25,18,54,44,49%,51%,False
fh,Egypt Division 2,GOOD,GOOD,0,0,0,2,4,1,4,7,38,64,94,109,42%,58%,False
lh,Egypt Division 2,GOOD,GOOD,0,0,0,1,0,1,3,1,23,29,50,55,48%,52%,False
